Pos Office Branch,User,Reviews,Rate,tanggal_review
kantorpos samarinda,ila aksari,ini kenapa yahh paketku cuman sampai disini mulai tanggal 21 ? kalo kewalahan tambah pegawai ajaa daripada pengirim/penerima tunggu paket tidak datang-datang. terima kasih!,1,2024-10-11
kantorpos samarinda,mora laundry,"pelayanan parah, tidak ada salam, tidak ada keramahan sama sekali, minta nota malah jutek, kirain bakal dikasih nota beneran taunya kertas nota tapi transaksinya ditulis manual seadanya tidak ada keterangan apapun hanya jumlah nominal. customer bilang terima kasih pun tidak dijawab sama sekali padahal nyaring dan pasti didengar. kalah dengan petugas pom bensin atau pos parkir.",1,2024-08-11
kantorpos samarinda,angga willem,"gak ada nomor antrian,
banyak loket yang masih ada staffnya tapi tidak menerima layanan. dialihkan ke 1 loket saja. keramahan petugasnya minus.

mohon bisa diperbaiki pos indonesia wilayah samarinda, bumn loh ini🙃🙃",1,2024-08-11
kantorpos samarinda,ari renaldi,sangat buruk pelayanan sangat lambat,1,2025-03-11
kantorpos samarinda,ihsannurhlm,"mau ngirim dokumen seberat 0,2 kg dari tanggal 3 juli... dari samarinda tujuannya ke long ikis di paser
hingga sekarang dokumen pentingnya belum nyampe ke tempat tujuan...

di cek di resi pada tanggal 6 stop di balikpapan...
kondisi barangnya sekarang gimana dan kenapa bisa lama sampe tujuannya gak ada konfirmasi sama sekali...
ini gmnaa yaa ceritanya?
kecewa bngt si...

btw paketnya sudah sampe tujuan setelah ngajukan pengaduan di website resminya pos indonesia,
mohon ditingkatkan lagi pelayanannya yah,
mohon maaf apabila ada salah kata,
terima kasih~
*edited",1,2021-08-11
kantorpos samarinda,fadli muzakki,"pelayanan cepat, toop",5,2025-07-14
kantorpos samarinda,nur arifin,"makin lama pelayanan bukan makin bagus malah makin ngasal,nomor antri gaada lagi,pagi dtang jam 9 kasirnya cuma 1 antrinya ampun""an",1,2023-08-11
kantorpos samarinda,ardiansyah celebez,"pelayanan tidak pernah ramah dikantor pos ini
pegawainya tidak punya senyuman tidak pernah mengucapkan terima kasih padahal ini pelayanan publik
parah para pegawainya",1,2024-08-11
kantorpos samarinda,ibam ibrahim,"bangunan lama dan jadul diperparah dengan areal parkir sempit.
sangat disayangkan padahal ada disebuah ibukota provinsi dan menghadap sungai yang menjadi ikon kota tepian. semoga segera dibangun gedung baru dan megah sesuai dengan perkembangan ibukota kaltim
semoga mendapat perhatian
tks. wssalam",2,2020-08-11
kantorpos samarinda,zainul rivai,"tolong perbaiki kinerja dan pelayanan nyaa, karna di kantor pos wachid hasyim samarinda kyk nya kurang bnget pelayanan nya di banding kantor pos lain, sekilas cerita aja nih yaa... sya td siang mau kirim uang dan ada sedikit kendala, bukan nya di arahkan/di bina malah di suruh gk usah kirim aja 😨😨.. tolong ajaa saya bayar jasa mereka dan gk gratis tp malah di gitu kan..,
trus tingkat kejujuran nya jga kurang uang yg saya kasih lebih, malah di bilang pas, dan sya suruh hitung lgi karna sya sengaja mau ngetes, trnyata mmg lebih..  dan mas nya hanya terdiam saja 😏😏😏",1,2019-08-11
kantorpos samarinda,sakura tv,"salah satu kurirnya tidak mau antar barang ke alamat penerima cod, malah customer saya di suruh ambil paket di kantor pusat. ongkirnya sudah mahal pula saya rugi ongkir krn sistem cod. mohon pelayanannya sbg kurir",1,2021-08-11
kantorpos samarinda,noldi aldi,"salah satu tempat untuk pelayanan publik, yaitu untuk jasa expedisi, pengiriman barang, pengiriman dokumen seperti surat lamaran, dan masih banyak yang lain dan terletak di tengah kota, dan tidak jauh dari pasar pagi dan berhadapan dengan sungai mahakam.",4,2018-08-11
kantorpos samarinda,andrian syah,"ceck resi pengiriman barang sdh tiba d samarinda selama 4hari tp blm dkirim, di ceck kembali setatus sudah di terima, padahal barang blm di antar dan saya terima sampai sekarang.
perbaiki pelayanan.",1,2022-08-11
kantorpos samarinda,mas dians,"mau kirim uang dsuruh tunggu pergantian shift dulu pdhl sudah setgh jam lebih mnggu!!
harus seribet itukah pelayannya??",2,2023-08-11
kantorpos samarinda,fatwa aini,"saudara sy kirim paketan tgl 25 sept katanya maks 5 hari sampai,tp tp  udh mau 2 minggu,udh tgl 6 okt blm sampai,cek resi terhenti di tgl 25 aja,masih di bontang,tlpn kantor pos bontang katanya msh di samarinda,tlpn kanrot pos samarinda ga di angkat2... harusnya kan ada cs yg bagian penerimaan tlpn,soalnya kita maketin barang juga bayar,beli barangnya pake duit,tp ko pelayanannya sangat mengecewakan begini.",1,2019-08-11
kantorpos samarinda,a . kholifatunnisa,kirim barang dari 19 mei sampe sekarang 9 juni blm sampe. cek resi udah diterima atas nama saya 9 juni...tp saya gak nrima apa2. telp kantor pos pusat samarinda berpuluh puluh kali gak diangkat.,1,2018-08-11
kantorpos samarinda,rahmaniah tri,"pernah hits pada zamannya. walaupun tidak sepopuler di masa lalu, tetapi masih menyimpan banyak cerita di tempat ini.",5,2024-08-11
kantorpos samarinda,kang trisno,"kantor pos pusat di samarinda. pada zamannya kantor pos ini sangat ramai dikunjungi. dulu suka liat tukang lukis di depan kantor pos, kalo pas waktu mendekati lebaran banyak yg jual kartu lebaran. karena dulu ngucapin kartu lebaran masih menggunakan surat. waktu sudah lama berlalu he..he..",4,2019-08-11
kantorpos samarinda,key mix one,"sangat mengecewakan barang kiriman hp hilang {dicuri} barang udah sampai tujuan pekingan bagus tanpa lecet, eh pas dibuka pekinganx barang gk ada cuman kotak hp aja n ada bekas sobekan pada kotak hp tsb, kira2 siapa ?? kariawannya tolong cari yg lbih jujur pak, mengecewakan sekali",1,2017-08-11
kantorpos samarinda,dandi alimin,paket kilat macam ap ini paket saya uda 9 hari belum datang datang nyesal saya leawat pos padahal saya pake pakat kilat khusus paling lambat 7 hari ini uda mau hari 10 paket masi antaran pos indo makin tahun makin ga bagus👎👎👎 …,1,2021-08-11
kantorpos samarinda,prianto mi_note9,"seperti apa mau mengalahkan pesaing swasta, paket 10 hari di kantor kota tujuan ga di antar antar. mesti di ambil sendiri",1,2022-08-11
kantorpos samarinda,ryan,"sangat tidak relevan, pembagian dana aja 1 planet. org dibagi buat berapa kelurahan per hari. cuman 500 ribu doang hadehh, dananya aja bnyk dikorupsi",1,2023-08-11
kantorpos samarinda,vita insani manik,"kenapa ini paket saya tdk bsa d lacak .. saya hub i no kantor posnya g bsa .

tolong d respon yah
saya kmarin krim d kantor pos jln gaja mada
paket g bsa saya lacak pdahal itu paket pnting . berkas untuk pt. taspen",1,2021-08-11
kantorpos samarinda,abdul karim,"kalau barang rusak di kantor pos jangan di kirim ke penerima, dan harusnya langsung ganti rugi jangan malah nyalahin kantor pos pengirimnya.
sudah tau rusak malah di perbaiki trus di kirim ke penerima",1,2019-08-11
kantorpos samarinda,wardireplay setiawan,tetap eksis,5,2024-08-11
kantorpos samarinda,agungprastio _,"kenapa paket saya dibatalkan terus dengan kurir, udh  berhari padahl cuaca okeh , miris bnget kurirnya",1,2021-08-11
kantorpos samarinda,muhammad noor ansyari,pelayanan buruk. saya memilih jasa pengiriman 3 hari. baru sampai tujuan seminggu bahkn pernah saya sampai 12 hari.,1,2018-08-11
kantorpos samarinda,fried potato,terus lakukan perbaikan dan berikan layanan terbaik,5,2024-08-11
kantorpos samarinda,obed nego,maaf mau tanya ini kantor post di pusat barang di kirim dari desember 2021 ko baru di antar sekarang dengan alasan tidak ada orang di kantor. tidak bertanggungjawab,2,2022-08-11
kantorpos samarinda,fathur rachim,"kantor pos induk (kantor pos besar) di samarinda, biasanya saya langsung ngambil paketan barang disini karena jika nunggu dianter bisa nambah 1 hari lagi.",5,2016-08-11
kantorpos samarinda,sugiarto sugi,"25 mei 2022, pelayanan tidak memuaskan, meja no.6 di tanya tidak tau apa2, tolong tingat kan !!",1,2022-08-11
kantorpos samarinda,kang achi,"melayani semua layanan pos,pembayaran,pengiriman dsb, counternya cukup banyak jadi antrian tidak terlalu panjang",4,2017-08-11
kantorpos samarinda,ovita raisa,"dear kantor pos samarinda, jangan cantumkan nomor telpon pelayanan anda kalau ditelpon pada saat jam pelayanan tidak pernah diangkat sama sekali. kalian mengecewakan!",1,2017-08-11
kantorpos samarinda,riska lika,kantor pos tidak bertanggung jawab minta kirim barang lewat laut malah kirim lewat udara. hilang dan tidak bertanggung jawab,1,2024-08-11
kantorpos samarinda,ricky saputra,"barang saya kemaren ada di banjarmasin tgl 23 koq sampai sekarang gak datang"" .. mmg berapa hari dari banjarmasin ke smarinda",1,2019-08-11
kantorpos samarinda,fahmi ali,"kapan ya paket daya di antar mohon tanggapan nya..
nama fahmi ali
no hp 085718065798",5,2021-08-11
kantorpos samarinda,aisyah rahmadayanti,"mau nanya kira"" lama pengiriman kl leewat kanto pos ini brp hari ya smpenya ke samarinda? sya udh nunggu seminggu blm smpe"" juga",3,2018-08-11
kantorpos samarinda,neneng lacan,"barang saya pakaian dan kue kering sampai dengan keadaan kurang, bagus dan pakaian saya digigit tikus.",1,2022-08-11
kantorpos samarinda,eza daresta,"pelayanannya ramah, tempatnya luas & harganya sedikit lbh murah dr expedisi lainnya",4,2018-08-11
kantorpos samarinda,ratna manuela,"murah meriah harganya dan pas di kantong, rasanya juga enak gak kalah sm di resto",3,2021-08-11
kantorpos samarinda,wini ismiyani,"pelayanannya cukup baik, jarang lama ngantri karena karyawannya mencukupi. 👍 …",5,2017-08-11
kantorpos samarinda,fitri safitri,"paket saya ko belum sampai"" ya udah 8hari lih ini ??",2,2018-08-11
kantorpos samarinda,rina,"gak ada satupun no tlp yang bisa dihubungin, baik kantor pusat atau cabang2nya..",1,2017-08-11
kantorpos samarinda,romi wahid,"karyawannya ramah"" dan pelayanannya bagus dan tempatnya bersih",5,2020-08-11
kantorpos samarinda,hikmatul aliah,"tempat luas, bersih, pelayanan yg baik dan cepat",5,2020-08-11
kantorpos samarinda,dimas heriawan,mungkin orang lain juga merasakan hal yg sama,1,2022-08-11
kantorpos samarinda,muhamad ali ibrahim,rutinitas pengangambilan barang kiriman dari daerah lain,5,2023-08-11
kantorpos samarinda,eggi sugara pratama,ada nomor telpon yang bisa di hubungi kah? kantor pos,1,2022-08-11
kantorpos samarinda,oliviani agustin,kurang teliti saat packing barang,1,2023-08-11
kantorpos samarinda,redho vegara,kantor pos pusat samarinda di telpon puluhan kali gak di jawab.payah.,1,2019-08-11
kantorpos samarinda,ipin black,top global pelayanan buruk di samarinda,1,2024-08-11
kantorpos samarinda,wenny,pelayanan tidak baik,1,2024-12-11
kantorpos samarinda,moh azis,ngpain di ksih no tlfn tapi ngk bisa di hubungi. payahhhh,2,2018-08-11
kantorpos samarinda,ahmad mursyid nusuki,pelayanannya bagus tapi sayang parkirnya bayar,1,2018-08-11
kantorpos samarinda,hariyati sait,"mudah dijangkau, pelayanannya terbaik",5,2023-08-11
kantorpos samarinda,dedhy doank,tetap bertahan di tengah ketatnya persaingan,5,2022-08-11
kantorpos samarinda,muhammad reza,pelayanannya kurang baik,1,2023-08-11
kantorpos samarinda,amalia widya,"tempat bersih, ruang tunggu nyaman, pelayanan ramah",4,2020-08-11
kantorpos samarinda,ever blue,apakah kantor pos skrng buka?,5,2020-08-11
kantorpos samarinda,niken bellani,walaupun sepi tapi pelayanannya tetep oke,5,2018-08-11
kantorpos samarinda,ruli retno,lokasi strategis. kalau malam cukup ramai,3,2018-08-11
kantorpos samarinda,ema fatmawati,pelayanannya memuaskan dan karyawannya rmah,4,2018-08-11
kantorpos samarinda,syamsuddin hamma,tempat beli materai n jasa kirim barang,3,2018-08-11
kantorpos samarinda,luqmanul hakeem,"bagus sih, sayang parkir liar dipelihara",5,2018-08-11
kantorpos samarinda,lucky cinema,pelayanannya ramah,5,2021-08-11
kantorpos samarinda,anda,ada kafe dihalaman dimalam hari.,5,2020-08-11
kantorpos samarinda,fitra rachmad,buka setiap hari,5,2022-08-11
kantorpos samarinda,farid majedi,kantor pos besar parkir bayar,4,2017-08-11
kantorpos samarinda,ery hardani,"bangunan lama di samarinda, walaupun ada renovasi",5,2017-08-11
kantorpos samarinda,siti aminah,bagus agak agak sedikit terlambat,3,2022-08-11
kantorpos samarinda,fuad,petugasnya ramah,5,2019-08-11
kantorpos samarinda,aqsho aufa,pernah juga jaya pada jamannya,5,2020-08-11
kantorpos samarinda,iyeet official chanel,pelayananya ramah tamah,5,2019-08-11
kantorpos samarinda,didik wiski saputra,pelayanan bagus,5,2020-08-11
kantorpos samarinda,waston,pelayanan lumayan,4,2017-08-11
kantorpos samarinda,maulana ibrahim,oke,5,2024-08-11
kantorpos samarinda,tri wibowo,pelayanan ramah,4,2017-08-11
kantorpos samarinda,heru ardiansyah,terimakasih best kurir di samarinda,5,2018-08-11
kantorpos samarinda,sony sarsono,"kantor pos indonesia, jl gajah mada samarinda",4,2019-08-11
kantorpos samarinda,ulis sajja,tempatnya bernuansa jadul,4,2023-08-11
kantorpos samarinda,iqra mahbara,cepat dan murah,5,2020-08-11
kantorpos samarinda,achmad badrus,kantor pos bagus,3,2017-08-11
kantorpos samarinda,zeni dwi ariyanti,diantar sampai rumah,5,2019-08-11
kantorpos samarinda,yani sarbi,tanggapan lambat,2,2020-08-11
kantorpos samarinda,muhammad muhlis,sangat mrmbantu,5,2020-08-11
kantorpos samarinda,adhe t saputra,pelayanan bagus,5,2018-08-11
kantorpos samarinda,agung mukti wibowo,agak panas ya di luar,3,2017-08-11
kantorpos samarinda,samsul,sangat lama,1,2019-08-11
kantorpos samarinda,dudin nurizra,samarinda 75000,5,2024-08-11
kantorpos samarinda,givo josee,"mana paket saya? jangan ditahan. saya tidak terbiasa. jadi, orang itu barang penting. apa yang harus saya lakukan untuk mengirimkannya ke pelanggan agar mereka tahu?",1,2024-08-11
kantorpos samarinda,haris amuuk,"assalamualaikum..pak, kok paketnya balik lagi ke smd? bapak punya nomor hp nya? kok saya nggak ngomong dulu ya.. mohon pengertiannya. ini mau saya pakai buat lebaran. nomor hp saya: 082153060340🙏🙏🙏🙏 terima kasih …",3,2021-08-11
kantorpos samarinda,matius cahyadi,pelayanannya bagus,3,2018-08-11
kantorpos samarinda,nusantoro nus,keunggulan layanan,5,2020-08-11
kantorpos samarinda,stanley adrianto,pos indonesia semakin baik dalam segala hal.,4,2017-08-11
kantorpos samarinda,jara kada,tempat ini memiliki kisah sejarah kota ini,4,2016-08-11
kantorpos samarinda,jayus jaylaeni,pelayanan bagus... cepat,5,2020-08-11
kantorpos samarinda,juku eja,b aja,3,2021-08-11
post office of pangkalan bun,ta chan,sukses terus memberikan pelayanan terbaik. dekat dengan rumah sakit dan perkantoran. hari kerja sampai hari minggu. antrian bagus. masih ada toleransi kalau cuma ingin beli materai. melayani pensiunan juga. semoga ada mobiling nya juga ya. sukses selalu.,5,2018-08-11
post office of pangkalan bun,ryal ahwanda sitorus,"izin bertanya, hari minggu apakah buka? atau ada nomer wa yg bisa di hubungi?",4,2025-07-11
post office of pangkalan bun,ndro o̴,"dikirim dri kota malang ke pangkalanbun cuma butuh 2 hari, bravo bravo🤝 …",5,2025-07-11
post office of pangkalan bun,komang arnawa,"kirim surat, paket dan bayar² tagihan bisa disini",5,2023-08-11
post office of pangkalan bun,oo suharto,pelayanan yang semakin baik di kantor pos pangkalan bun,4,2018-08-11
post office of pangkalan bun,kalteng1geming kalimantan tengah,terimakasih layanan kantor pos 🙏🥰 …,5,2025-07-21
post office of pangkalan bun,abim abdilah,"kalo perihal paket barusan dapat kiriman dari bogor luar biasa diatas ekspektasi 3 hari nyampe, nah tinggal peningkatan pelayanan yg di kantor pbun agar lebih ditingkatkan biar bisa besaing lwn swasta",5,2023-08-11
post office of pangkalan bun,joko wiyono,saya nunggu paket ktnya pk paket kilat khusus smp 2-3 hr tp ini udah 1 mingguan blm ada brng keterima...dicek pengiriman brng dr tgl 20-08-2019 dan tgl 23-08-20199 brng dah di kantor pos pangkalan bun....kok smp tgl 27-08-2019 brng blm smp jg ke lamandau to pak...maaf saya pribadi bnr2 kecewa pake jasa kantor pos....,2,2020-08-11
post office of pangkalan bun,itsmesusan,"cs nya kasar, tidak ramah sekali
cuma nanya doang soal paket jawab nya kesan kasar bgt kek emosi gitu. ga bisa ramah jawabnya baik"", wajar kan soal nanyain paket, ya jelas nanya""
ditelp in juga gada sapaan salam atau apa"", mesti kita mulai ngmng dluan",1,2021-08-11
post office of pangkalan bun,ariya widiantara,sudah ambil nomor antrian tp yg gak ambil antrian malah duluan,2,2018-08-11
post office of pangkalan bun,dwi lestari,"pengantaran brg mohon diperbaiki dong pak, masa barang blm sampai dari perkiraan biasanya pos biasa 14hari sdh sampai ,ini malah lebih dari 14hari dan gak cuma sekali 2 kali ini",1,2019-08-11
post office of pangkalan bun,ardians borneo,"pos indonesia melayani pengiriman seluruh indonesia hingga pelosok – pelosok, bahkan sampai ke luar negeri dan sampai saat ini pos indonesia masih yang terlengkap dalam melayani pengiriman barang atau paket hingga pelosok indonesia tidak seperti jasa pengiriman lainnya yang hanya menjangkau daerah – daerah tertentu saja atau kota – kota besar saja.",4,2018-08-11
post office of pangkalan bun,kiky shekar,"pelayanan ramah, kalo kirim barang lewat pos menurut aku paling murah",4,2024-08-11
post office of pangkalan bun,krisna gamers22,sudh 5 hari pket blm brubh sttus. ini mksdnya gmna??  saya pakai pket kilat khusus 2-4 hari nytany gk ad smpe jam sgni. tlong lah gmna tindak lnjutnya,2,2020-08-11
post office of pangkalan bun,ummu hammam,paket jurusan sampit aja dari tgl 9 sampe sekarang tgl 12 nggak jalan2.. aku kira paling kaya di palangka.. sampe palangka langsung kirim sampit.. lha ini.. kaya ke lain pulau aja.. nggak recomend banget..,1,2022-08-11
post office of pangkalan bun,widodo redmi,"pelayanan ramah,bayar apapun lengkap dan buka sampai malam..",5,2024-09-11
post office of pangkalan bun,alhadad official,khusus kirim2 kesini aja paling pas,5,2021-08-11
post office of pangkalan bun,tri ubai ubai,"atas nm tri gareng kpn barang sampai pangkalan bun, dari tgl 14 januari sampai 21 januari 2020 kok belum dateng, pos kilat, cukup skian dan trimakasih. 🙏 …",3,2020-08-11
post office of pangkalan bun,zai nuri,"sekarang sudah mulai bersaing banyak kompetitor baru,ayooo pasti bisa",5,2024-09-11
post office of pangkalan bun,agung utomo,"sangat terbantu adannya post office of pangkalan bun, dikarenakan bisa membantu masyarakat dalam bidang keuangan dan pengiriman barang.

subscribe keluarga aaa utomo",5,2021-08-11
