user,rate,reviews,tanggal reviews,aplikasi
Pengguna Google,5,"Belum coba sih,,",2023-10-17 10:30:18,PosAja
Pengguna Google,5,Semoga pos Indonesia sebagai cikal bakal pengiriman di NKRI bisa bersaing dan lebih baik dari yg lain,2023-10-17 07:00:09,PosAja
Pengguna Google,5,Ok,2023-10-16 23:02:09,PosAja
Pengguna Google,5,mantaaaapppl,2023-10-16 12:50:16,PosAja
Pengguna Google,1,Kurang work it,2023-10-15 03:54:06,PosAja
Pengguna Google,1,"internal server error, pdh di web aman aman aja",2023-10-15 03:33:32,PosAja
Pengguna Google,3,Ok good,2023-10-14 21:12:50,PosAja
Pengguna Google,5,Sangat membantu pengiriman paket,2023-10-13 20:17:27,PosAja
Pengguna Google,1,"kontoI server eror server eror susah banget buat tracking ampas banget jasa pos aja, lebih baik pake j&t atau yang lain, asli nyesel",2023-10-13 19:29:49,PosAja
Pengguna Google,1,"Susah buat pulihkan akun, pas minta kode otp gak masuk2.",2023-10-12 14:33:07,PosAja
Pengguna Google,5,Bagus,2023-10-11 22:58:53,PosAja
Pengguna Google,5,sangat mmbntu,2023-10-10 08:22:02,PosAja
Pengguna Google,1,"Saya heran knapa dari dulu aplikasi gak pernah baik, kalau memang gak niat buat aplikasi gak usah maksa masang ke playstore lah",2023-10-09 08:22:59,PosAja
Pengguna Google,5,mantapp,2023-10-09 07:23:58,PosAja
Pengguna Google,2,"Aplikasi tidak update. Saat pesan pick up, Tidak bisa lacak kiriman",2023-10-08 16:11:17,PosAja
Pengguna Google,5,pos aja mantappp👍👍👍,2023-10-08 13:20:59,PosAja
Pengguna Google,4,Sangat mudah. Makasih posaja,2023-10-08 07:01:44,PosAja
Pengguna Google,5,Antap,2023-10-07 17:28:23,PosAja
Pengguna Google,1,"Ribet, cari margin mulu Pelayananan lambat bangetttt",2023-10-07 16:02:40,PosAja
Pengguna Google,1,Perbaiki terooos aplikasi nya..,2023-10-07 14:07:04,PosAja
Pengguna Google,5,Aplikasi nya Bagus .mudah dipahami,2023-10-07 11:14:15,PosAja
Pengguna Google,5,mantpp,2023-10-07 10:37:15,PosAja
Pengguna Google,2,Fitur belum lengkap,2023-10-07 03:16:53,PosAja
Pengguna Google,5,Pelayanan cepat,2023-10-06 10:18:07,PosAja
Pengguna Google,1,Tidak bisa dipakai.,2023-10-05 14:22:48,PosAja
Pengguna Google,5,Mantap,2023-10-05 12:21:09,PosAja
Pengguna Google,5,mantap la,2023-10-04 19:20:27,PosAja
Pengguna Google,5,sangat membantu dan memuaskan,2023-10-04 10:18:56,PosAja
Pengguna Google,5,"aplikasi yang sangat berguna saat ingin mengirim barang tanpa ribet, karena paket yang kita kirim bisa di pickup sama oranger kurir pos indonesia",2023-10-03 10:26:57,PosAja
Pengguna Google,1,3 bulan dong paket di pos gak ada kabar. Mantap,2023-10-02 14:40:08,PosAja
Pengguna Google,5,Pos mantap,2023-10-02 13:01:51,PosAja
Pengguna Google,5,Pelayanan baik.pengiriman cepat,2023-10-02 09:06:16,PosAja
Pengguna Google,1,Keterangan Internal server eror terus.. Tidak bisa login terus bagaimanakah solusinya .. Mohon kasih solusi ya kak jikalau sudah ada solusi ratting bintang ini akan saya perbarui terimakasih.,2023-10-01 13:10:27,PosAja
Pengguna Google,2,"Ini lagi, gabisa masukin no rek giro, internal eror trus.. mohon segera atasi",2023-09-30 06:53:48,PosAja
Pengguna Google,5,Mantap bismillah lancar jaya kerjanya,2023-09-29 15:36:07,PosAja
Pengguna Google,5,Gampang kalo mau cod,2023-09-29 12:35:57,PosAja
Pengguna Google,3,Cek resi malah di alihkan ke web jadi percuma download sih. Terimakasih,2023-09-28 15:56:55,PosAja
Pengguna Google,1,"Maaf ini juga saya Unistal setelah pos pay, pelayananya dikantor kurang baik,masih bagus yg non BUMN perasaan perusahaan yg dikelola BUMN pelayanan karyawanya kurang baik, mending pilih ke swasta dah.",2023-09-28 14:25:31,PosAja
Pengguna Google,4,"baru Coba Instal dan cek fitur, belum cek lain lainnya, saya kira ini keren semoga berjalan lancar baik dan maslahat Jayalah Pos Indonesia Pos Aja.",2023-09-27 07:24:45,PosAja
Pengguna Google,5,Mantap oyi...,2023-09-26 20:59:38,PosAja
Pengguna Google,5,Oke,2023-09-26 03:35:35,PosAja
Pengguna Google,5,OK Ana,2023-09-25 20:48:17,PosAja
Pengguna Google,1,"Apk lemot, no VA gabisa dipake, selalu tagihan tidak ditemukan.",2023-09-25 11:57:42,PosAja
Pengguna Google,1,pengiriman telat padahal pake exfres,2023-09-25 08:13:22,PosAja
Pengguna Google,1,"Aplikasi bodoh. 4 kali coba registrasi gagal trs. Alasannya kode verifikasi tidak valid, padahal itu kode yang dikirimkan ke wa oleh pihak PosAja.",2023-09-24 06:39:20,PosAja
Pengguna Google,5,sangat mmbantu,2023-09-23 14:41:49,PosAja
Pengguna Google,1,"Pengiriman Lama . Padahal barang sudah ada di Kota yang sama tunggu"" sampe hari berikutnyapun barang GK di antar .. KECEWE DENGAN POSAJA",2023-09-23 09:43:58,PosAja
Pengguna Google,5,Selalu cepat,2023-09-23 04:39:04,PosAja
Pengguna Google,5,Pengiriman cepat. Kurirnya ramah....,2023-09-21 17:35:03,PosAja
Pengguna Google,5,ok,2023-09-21 13:41:22,PosAja
Pengguna Google,5,mudah dn murah,2023-09-21 11:35:51,PosAja
Pengguna Google,5,pakai pos aja kiriman cepat sampai pasti,2023-09-21 08:49:03,PosAja
Pengguna Google,1,"Aneh, masukin nomer resi udah bener malah oops not found. Masukin kode verifikasi 4 angka udah bener malah code invalid, gmn sih ajg",2023-09-21 01:14:37,PosAja
Pengguna Google,1,mantap,2023-09-20 19:38:56,PosAja
Pengguna Google,3,"Woy kenapa paket saya tidak di antar"" Kurir pos oy",2023-09-20 16:45:03,PosAja
Pengguna Google,1,Aplikasi ga guna,2023-09-20 14:51:29,PosAja
Pengguna Google,5,mntp banget lah,2023-09-20 11:21:18,PosAja
Pengguna Google,5,Bagus dan sangat berguna,2023-09-20 09:49:58,PosAja
Pengguna Google,5,Baik pelayanannya,2023-09-20 06:13:47,PosAja
Pengguna Google,5,Aplikasi terbaik yg sy temui,2023-09-19 22:30:15,PosAja
Pengguna Google,5,Untuk sementara bagus,2023-09-19 17:26:35,PosAja
Pengguna Google,5,Terimakasih atas adanya aplikasi pos aja sangat membantu masyarakat untuk mengirimkan paket dikarenakan sangat mempermudah pengiriman,2023-09-18 11:48:06,PosAja
Pengguna Google,5,"Bagus, mempermudah pengiriman dengan memnggunkan layanan COD",2023-09-18 06:17:17,PosAja
Pengguna Google,1,Aplikasi macam apa ini? Registrasi gagal terus,2023-09-17 06:55:36,PosAja
Pengguna Google,5,mantap jd lebih enjoy...berkirim,2023-09-16 08:44:43,PosAja
Pengguna Google,5,Kirim surat dan paket hanya di rumah saja... Dapat bonus lagi. Keren dah pos,2023-09-16 08:00:25,PosAja
Pengguna Google,2,"Masih Ngebug, daftar aktifkan COD kode ferifikasi gak muncul² tidak nyantol di WA. Tracking paket juga gak muncul.",2023-09-15 08:30:03,PosAja
Pengguna Google,5,good,2023-09-15 07:20:04,PosAja
Pengguna Google,2,Aplikasi syulit dan ribet. Terutama untuk buat COD apa ngga bisa dibuat lebih praktis. Belum lagi kode OTP ngga terkirim kirim.,2023-09-14 21:43:20,PosAja
Pengguna Google,1,"Entah kenapa mw cek resi aja ribet mesti download aplikasi, udah download aplikasi masih error juga, sekelas BUMN loh",2023-09-14 16:02:09,PosAja
Pengguna Google,5,aplikasi sangat membantu untuk pengiriman,2023-09-14 11:41:13,PosAja
Pengguna Google,5,ok,2023-09-14 10:34:40,PosAja
Pengguna Google,5,bsgus sich tapi kenapa ya tidak bisa dimasukkan no rekening saya...sayakan mau cod,2023-09-13 18:12:15,PosAja
Pengguna Google,1,Parah banget.cet 9 pagi.mau kirim hingga sore blm ada kbar nya parahhhhhhhh,2023-09-13 15:14:06,PosAja
Pengguna Google,1,"Aplikasi semakin buruk bgt, 2 paket saya hilang tdk tau kemana. Paket tdk dapat di tracking dr apk posaja. Cuma ada keterangan ""paket dibawa kurir"" tapi selama seminggu paket belum juga sampek dipenerima. Tanya cs juga mbulet",2023-09-13 07:06:06,PosAja
Pengguna Google,5,Mantap,2023-09-12 10:02:02,PosAja
Pengguna Google,5,"Mudah cara pakainya, gak pake' ribet, terima kasih Pos Aja!",2023-09-12 08:54:55,PosAja
Pengguna Google,1,aplikasi nya jelek,2023-09-11 14:00:38,PosAja
Pengguna Google,5,Untuk Indonesia Raya tercinta...,2023-09-10 20:48:26,PosAja
Pengguna Google,5,"Aplikasi bagus, pelayanan pengaduan cepat respon lewet email",2023-09-10 16:41:46,PosAja
Pengguna Google,5,"apl mantap, sangat memudahkan saat pengiriman",2023-09-10 14:26:17,PosAja
Pengguna Google,5,"Keren bisa kirim barang gak usah pergi ke kantor,pengirimannya juga cepat.pokoknya mantap.",2023-09-08 18:27:19,PosAja
Pengguna Google,5,Bagus barang aman dan cepat.,2023-09-08 09:42:18,PosAja
Pengguna Google,5,Untung ada pos,2023-09-08 07:42:35,PosAja
Pengguna Google,5,sangat puas,2023-09-08 07:11:46,PosAja
Pengguna Google,1,"Gagal banget aplikasinya, 10 KALI LEBIH UDH DIKIRIM OTP, TAPI GA KEBACA OTP NYA 😀👎",2023-09-08 06:21:46,PosAja
Pengguna Google,5,Bagus,2023-09-07 21:33:30,PosAja
Pengguna Google,5,Layanan tepat waktu,2023-09-07 20:54:52,PosAja
Pengguna Google,1,"Sering transaksi sampai 78 poin, cuma poinnya gak bisa kepakai, di klik aja gak bisa, mending pakai JOB JNE, setiap transaksi bisa di tukar voucher..pos Indonesia perusahaan lama tp gak update di jaman modern",2023-09-07 18:51:59,PosAja
Pengguna Google,4,Sangat membantu sekali.,2023-09-07 16:52:25,PosAja
Pengguna Google,4,lumayan,2023-09-07 12:33:48,PosAja
Pengguna Google,5,Alhamdulillah kantor pos sudah bs meluncurkan aplikasi PosAja dan mempermudah sahabat pos/pebisol untuk ngecek tarif ataupun ngelacak kirimannya..keren👍👍👍.semoga kedepannya lebih bagus lg..Aamiin #posindonesiajuara #rancakbana,2023-09-07 11:56:53,PosAja
Pengguna Google,1,"Aplikasi yg jelek, trackingnya meng hit ke web tp tdk bisa digunakan. Riwayat perjalanan kiriman gak kelihatan, hanya menampilkan posisi terakhir.",2023-09-06 18:05:57,PosAja
Pengguna Google,1,Makin ribet aja. Pembayaran cash kok pake nomor vitual account. Resi keluar lama. Gak bisa langsung jadi. Pembayaran pake bank gak bisa di klik. Tiap paket nulis 2 kali nomor virtual acc sama nomor qob. Ribet. Balikin versi minggu lalu lah,2023-09-06 14:48:22,PosAja
Pengguna Google,5,Mntaf,2023-09-06 13:39:10,PosAja
Pengguna Google,4,Mudah nya bertransaksi di pos aja.,2023-09-06 11:48:45,PosAja
Pengguna Google,5,Saya selalu pakai jasa pos Terima kasih,2023-09-06 11:16:14,PosAja
Pengguna Google,1,Ribet,2023-09-06 09:30:10,PosAja
Pengguna Google,1,Apa cek resi harus menunggu jam kerja? Lawak,2023-09-05 23:35:45,PosAja
Pengguna Google,5,"semakin ok, dan terpercaya 📌",2023-09-05 13:11:40,PosAja
Pengguna Google,1,"Min , tolong dong diperbaiki donk . Saya mau cek resi ga bisa terus , pake web disuruh ke posaja , pake pos aja malah erorr terus ..",2023-09-05 11:36:06,PosAja
Pengguna Google,1,"Mohon untuk aplikasi pos mobile di perbaiki lagi, mau cek resi kesulitan, resi tidak bisa di copy paste terus klo ada orderan masuk atau klo ada barang sudah sampai status uang masih tanda tanya. Dan klo ada barang yg belum sampai kami kesulitan untuk mengeceknya, mohon untuk aplikasinya di permudah lagi agar kami yang berjualan di luar market place lebih gampang mengaksesnya. Saya kasih bintang 1 agar pihak pos memperhatikan aplikasinya, terimakasih",2023-09-05 07:08:18,PosAja
Pengguna Google,1,APLIKASI PELAWAK. Isi kode verifikasi malah dijawab kode salah. Padahal kode yang diisi sudah sesuai kode yang dikirim melalui WA.,2023-09-05 05:49:00,PosAja
Pengguna Google,5,Bagus,2023-09-04 19:57:20,PosAja
Pengguna Google,1,Susah di donlot,2023-09-04 13:15:30,PosAja
Pengguna Google,5,Mantap,2023-09-04 13:11:32,PosAja
Pengguna Google,5,Poin dari pos aja tdk bisa di gunakan kenapa ya,2023-09-04 10:51:06,PosAja
Pengguna Google,3,"Ga jelas, mungkin saya ga terbiasa pakai apk ini",2023-09-03 08:42:04,PosAja
Pengguna Google,5,Bagus,2023-09-02 22:13:10,PosAja
Pengguna Google,5,Joss..,2023-09-02 18:33:19,PosAja
Pengguna Google,5,Pos giro sudah dihati sejak dulu waktu SMA,2023-09-02 11:55:52,PosAja
Pengguna Google,5,sangat bermanfaat,2023-09-02 07:53:43,PosAja
Pengguna Google,5,"Mudah,cepat, & ramah",2023-09-01 21:29:25,PosAja
Pengguna Google,2,Good,2023-09-01 14:59:17,PosAja
Pengguna Google,5,"Tak perlu repot datang ke konter nya utk berkirim2, cukup entri di PosAja dan gunakan layanan pickup, beres. Sesimple itu Guys.. Mantap Pos Indonesia",2023-09-01 14:31:52,PosAja
Pengguna Google,5,"Setia menggunakan layanan pos aja,,,order dagangan cepet di anter sampai rumah,,,pertahankan kwalitas pengiriman 👍❤️",2023-08-31 15:45:32,PosAja
Pengguna Google,1,Di tempatku lama banget mending pake pengiriman yang lain,2023-08-31 14:53:08,PosAja
Pengguna Google,5,Ok,2023-08-31 14:29:30,PosAja
Pengguna Google,5,Ok untuk olshop,2023-08-31 11:01:32,PosAja
Pengguna Google,5,mantap,2023-08-31 10:18:19,PosAja
Pengguna Google,3,Pengiriman lambat tidak sesuai tanggal,2023-08-31 08:43:45,PosAja
Pengguna Google,5,tetap ditingkatkan loding jaringan internet nya. dan pos aja mantap,2023-08-30 22:03:41,PosAja
Pengguna Google,5,"Keren sih di Aku, tanpa login, cuma scan barcode bisa tau kalau barang dah sampai, kirim kemarin hari ini sampai, pdhl pakai reguler bukan yg express looo 👍👍 good jobs PosAja",2023-08-30 17:10:21,PosAja
Pengguna Google,5,Aplikasinya keren. Memuaskan,2023-08-30 14:36:27,PosAja
Pengguna Google,5,terima kasih Pos Indonesia ku..semakin maju dan Jaya kembali,2023-08-30 13:52:37,PosAja
Pengguna Google,3,Baru unduh aplikasi ini. Jadi kasih bintang tiga aja dulu.,2023-08-30 13:39:38,PosAja
Pengguna Google,1,"Saya turunin jadi bintang satu, eror terus setelah di update",2023-08-30 07:03:23,PosAja
Pengguna Google,5,Mantap👍👍👍,2023-08-29 19:06:22,PosAja
Pengguna Google,5,Lebih aman sampai tujuan,2023-08-29 18:19:12,PosAja
Pengguna Google,5,Cepat tepat waktu dan murah👍👍👍👍,2023-08-29 15:03:04,PosAja
Pengguna Google,5,"sangat membantu buat olshop saya, saya sudah berlangganan dgn pos aja..",2023-08-29 13:50:53,PosAja
Pengguna Google,5,Mantap,2023-08-29 13:48:17,PosAja
Pengguna Google,5,Terimahkasih POS indonesia,2023-08-29 13:15:19,PosAja
Pengguna Google,1,Alasan nya gatau wkwk,2023-08-29 10:32:44,PosAja
Pengguna Google,4,Akurat serta terpecaya. Pelayanan cepat,2023-08-28 23:55:49,PosAja
Pengguna Google,5,Lumayan bagus dan bermanfaat utk usaha saya,2023-08-28 20:34:42,PosAja
Pengguna Google,5,Mantap dan sangat membantu untuk bisnis,2023-08-28 13:42:56,PosAja
Pengguna Google,5,kirim paket lebih cepat,2023-08-28 08:00:08,PosAja
Pengguna Google,1,Cek resi terlalu ribet,2023-08-27 15:35:45,PosAja
Pengguna Google,1,Mental kluar mulu,2023-08-26 09:39:42,PosAja
Pengguna Google,5,memuaskan kiriman cepat jadi ga malu sama pelanggan,2023-08-26 08:11:51,PosAja
Pengguna Google,5,"Walaupun pengiriman surat saya lama,terimakasih kepada cs yang sudah mau membantu",2023-08-25 11:57:15,PosAja
Pengguna Google,1,Kenapa masuk sandi error terus,2023-08-25 11:44:32,PosAja
Pengguna Google,1,"mengecewakan, saya melacak resi, sdh masukkan resi sesuai dengan kertas resi dari kantor pos, tp selalu tidak bisa.",2023-08-25 10:04:36,PosAja
Pengguna Google,5,Layananya lengkap lebih mudah akses nya bisa dari rumah kirim paket,2023-08-24 22:49:35,PosAja
Pengguna Google,4,banyakin fee,2023-08-24 20:07:29,PosAja
Pengguna Google,5,Sangat membantu,2023-08-24 18:11:05,PosAja
Pengguna Google,5,Membantu dan mempermudah segala sesuatu dalam transaksi,2023-08-24 18:05:19,PosAja
Pengguna Google,5,Terimakasih banyak untuk Kantor Pos atas kerjasama yang baik diantara kita.,2023-08-24 15:49:59,PosAja
Pengguna Google,5,goood,2023-08-24 15:17:36,PosAja
Pengguna Google,1,"Aplikasi gak guna, mau daftar aja susah.. Masukin kode verifikasi udh bener dibilang salah, kalau bukan karena mau bayar pajak barang dari luar negeri gak bakal install ini apps prematur 🗿🗿🗿🗿",2023-08-24 06:21:00,PosAja
Pengguna Google,1,saya mau masuk akun sampai 3x di kasih no. Password lewat WA gagal terus.... BEGINI KERJA ASN..??? GAK BECUS KERJA...BAGAIMANA NEGARA MAU MAJU..???,2023-08-24 05:52:56,PosAja
Pengguna Google,5,jossss,2023-08-23 18:44:13,PosAja
Pengguna Google,5,Terbaikkkk,2023-08-23 16:26:44,PosAja
Pengguna Google,1,Buat Order.. Setelah jadi.. Kode Booking Not Found.. Tidak bisa di lacak.. Padalah sebelum2 nya tidak ada masalah.. Tolong di benahi problem nya,2023-08-23 03:13:01,PosAja
Pengguna Google,5,"Sangat membantu bagi orang yg nggk bisa keluar atau ngantar barang k kantor pos untuk ngirim paket,,, semoga petugas kurir Oranger Amanah",2023-08-22 17:20:28,PosAja
Pengguna Google,5,good job,2023-08-21 16:39:59,PosAja
Pengguna Google,5,"Aplikasi nya ndak tambah baik, kenapa sampai kalah dgn perusahaan expedisi yg tergolong baru. Padahal pos Indonesia lebih senior drpd mereka",2023-08-21 13:24:13,PosAja
Pengguna Google,5,Lebih mudah,2023-08-21 11:15:23,PosAja
Pengguna Google,1,Lebih emosi dr kurir yg lain..,2023-08-21 06:46:58,PosAja
Pengguna Google,5,Assalamualaikum,2023-08-20 20:30:27,PosAja
Pengguna Google,5,"Keren gak pake ribet, bisa pick up gak perlu datang ke kantor pos terdekat, trus nyampenya cepet kemana aja bisa. Pos Indonesia memang gini👍 Yuk download di play store Pos Aja",2023-08-20 16:45:45,PosAja
Pengguna Google,5,Mantap. Tetap semangat Pos juara,2023-08-20 13:27:55,PosAja
Pengguna Google,5,sangat membantu,2023-08-20 01:02:35,PosAja
Pengguna Google,3,baru pertama kalo nyoba. diliat dlu selanjutnya,2023-08-19 13:51:24,PosAja
Pengguna Google,3,mantep,2023-08-19 13:38:13,PosAja
Pengguna Google,5,mantap,2023-08-19 12:16:18,PosAja
Pengguna Google,3,good,2023-08-19 09:23:04,PosAja
Pengguna Google,1,Pengiriman lama,2023-08-19 07:17:38,PosAja
Pengguna Google,1,"Tolong dong perbaiki lagi jasa pengirimannya terlalu lama, bisa bisanya nunggu 2 hari paketnya padahl jarak nya hanya 15 menit, Baru pertama kali makek pos indonesia dan kapok, maaf kalau ada ngirim menggunak pos indonesia lagi saya tidak ngambil karna pengirimannya lama",2023-08-18 14:59:03,PosAja
Pengguna Google,5,"Aplikasi PosAja! Mudah digunakan, lengkap memberikan informasi perjalanan paket kiriman. Semoga bisa dipertahankan.",2023-08-18 12:44:25,PosAja
Pengguna Google,5,Ok,2023-08-18 09:06:08,PosAja
Pengguna Google,5,Penggunaan mudah,2023-08-18 05:50:50,PosAja
Pengguna Google,5,Sungguh sangat membantu,2023-08-17 20:28:56,PosAja
Pengguna Google,2,Lemottt bangett aplikasinyaaaaa tolong diperbaikiiiii,2023-08-17 19:49:20,PosAja
Pengguna Google,1,Lacak pengiriman saja di bola bola akhirnya ga ada jelas,2023-08-17 19:32:30,PosAja
Pengguna Google,1,Tidak bisa cek resi,2023-08-17 17:41:29,PosAja
Pengguna Google,5,aplikasi keren,2023-08-17 12:49:49,PosAja
Pengguna Google,4,Mantaap,2023-08-16 19:48:42,PosAja
Pengguna Google,5,saya sangat puas dengan layanan pos aja ...pos aja is the best,2023-08-16 18:22:45,PosAja
Pengguna Google,5,nice,2023-08-16 17:48:30,PosAja
Pengguna Google,5,Oke sipp...bagus..,2023-08-16 13:32:44,PosAja
Pengguna Google,5,bagus,2023-08-16 10:00:40,PosAja
Pengguna Google,5,sangat bagus dsn mudsh di pakai,2023-08-16 09:54:51,PosAja
Pengguna Google,5,mantap,2023-08-16 08:59:39,PosAja
Pengguna Google,5,Pengiriman yang cepat dan amanah,2023-08-16 07:11:07,PosAja
Pengguna Google,1,Tidak bisa ...daftar di masukkan no yg valid masih TDAK bisa tdk akurat...ribet bangeeet 👎👎👎,2023-08-16 07:03:30,PosAja
Pengguna Google,5,Bagus,2023-08-15 23:13:57,PosAja
Pengguna Google,5,Puas sekali dengan layananya..pengiriman juga cepat..pokoknya top markotop dehh😍,2023-08-15 21:40:34,PosAja
Pengguna Google,4,Okeh,2023-08-14 15:37:37,PosAja
Pengguna Google,5,Mudah cepet direspon,2023-08-14 12:58:40,PosAja
Pengguna Google,1,Aps tolol. Kode sms dimasukin bener kok invalid,2023-08-14 06:19:10,PosAja
Pengguna Google,5,Keren,2023-08-14 06:17:29,PosAja
Pengguna Google,5,Sangat memuaskan.,2023-08-13 18:23:02,PosAja
Pengguna Google,1,Paketnya ilang gimana nih,2023-08-13 15:28:51,PosAja
Pengguna Google,5,Saya puas,2023-08-13 11:39:08,PosAja
Pengguna Google,1,Kurir tidak profesional Masak order via aplikasi tapi disuruh via wa saja,2023-08-13 07:22:40,PosAja
Pengguna Google,5,Saya suka posaja cepat dan aman,2023-08-12 22:30:32,PosAja
